Method, Filter, Result
IQR, J0395, 0.02
IQR, gSDSS, 0.0025
IQR, J0515, 0.0055
IQR, rSDSS, 0.0015
IQR, J0660, 0.003
IQR, iSDSS, 0.002
IQR, J0861, 0.003
IQR Weighted, J0395, 38.15633787304249
IQR Weighted, gSDSS, 162.2704081632653
IQR Weighted, J0515, 77.85336356764928
IQR Weighted, rSDSS, 166.66666666666669
IQR Weighted, J0660, 158.88888888888889
IQR Weighted, iSDSS, 173.61111111111111
IQR Weighted, J0861, 229.16666666666669
ETA, J0395, 0.470064162532636
ETA, gSDSS, 0.5404844356265249
ETA, J0515, 0.5198489565493432
ETA, rSDSS, 0.5309554265597783
ETA, J0660, 0.48504562991168604
ETA, iSDSS, 0.5358820127676633
ETA, J0861, 0.7793575760551857
ETA Weighted, J0395, 0.4175134906576581
ETA Weighted, gSDSS, 0.5225964224199605
ETA Weighted, J0515, 0.3848335985938686
ETA Weighted, rSDSS, 0.4829723103583107
ETA Weighted, J0660, 0.43974856568809145
ETA Weighted, iSDSS, 0.5973303266333534
ETA Weighted, J0861, 0.7375452822236371
Sigma Weighted, J0395, 0.035268776159499415
Sigma Weighted, gSDSS, 0.004775631627248813
Sigma Weighted, J0515, 0.035509056823874
Sigma Weighted, rSDSS, 0.003795071368444254
Sigma Weighted, J0660, 0.0040957391746792166
Sigma Weighted, iSDSS, 0.003955675582072384
Sigma Weighted, J0861, 0.0036839044182169858
MAD, J0395, 0.028169399999999997
MAD, gSDSS, 0.0044478
MAD, J0515, 0.010378199999999999
MAD, rSDSS, 0.0044478
MAD, J0660, 0.0044478
MAD, iSDSS, 0.0029652
MAD, J0861, 0.0029652
Variance NXS, J0395, 114.33665497448979
Variance NXS, gSDSS, 56.593749999999986
Variance NXS, J0515, 31.984120982986767
Variance NXS, rSDSS, 3.9103999999999997
Variance NXS, J0660, -2.573061224489796
Variance NXS, iSDSS, 7.259871441689627
Variance NXS, J0861, 13.271604938271604
Peak to Peak, J0395, -3.0370370370370363
Peak to Peak, gSDSS, 5.000000000000001
Peak to Peak, J0515, -1.0927835051546393
Peak to Peak, rSDSS, -5.0
Peak to Peak, J0660, 9.000000000000007
Peak to Peak, iSDSS, 2.0000000000000004
Peak to Peak, J0861, -4.0
Lag-1 Autocorrelation, J0395, nan
Lag-1 Autocorrelation, gSDSS, -0.03701000507458385
Lag-1 Autocorrelation, J0515, 0.09792604188987784
Lag-1 Autocorrelation, rSDSS, -0.06315358420621577
Lag-1 Autocorrelation, J0660, 0.052159850303568636
Lag-1 Autocorrelation, iSDSS, nan
Lag-1 Autocorrelation, J0861, nan

