Method, Filter, Result
IQR, J0395, 0.058
IQR, gSDSS, 0.006
IQR, J0515, 0.0195
IQR, rSDSS, 0.009000000000000001
IQR, J0660, 0.013000000000000001
IQR, iSDSS, 0.009500000000000001
IQR, J0861, 0.006
IQR Weighted, J0395, 10.808532445338326
IQR Weighted, gSDSS, 30.19031141868512
IQR Weighted, J0515, 25.73183379027175
IQR Weighted, rSDSS, 111.06321928832753
IQR Weighted, J0660, 55.27772078781623
IQR Weighted, iSDSS, 78.0667872014026
IQR Weighted, J0861, 40.459818367096275
ETA, J0395, 0.43440464981527993
ETA, gSDSS, 0.5686084129444364
ETA, J0515, 0.5533460100524227
ETA, rSDSS, 0.49915429453699356
ETA, J0660, 0.5051762714040757
ETA, iSDSS, 0.698768098751009
ETA, J0861, 0.46015364403981646
ETA Weighted, J0395, 0.38607207908079877
ETA Weighted, gSDSS, 0.7083072747759552
ETA Weighted, J0515, 0.48767120481489323
ETA Weighted, rSDSS, 0.5270816825322415
ETA Weighted, J0660, 0.48029214258890435
ETA Weighted, iSDSS, 0.6725454329305581
ETA Weighted, J0861, 0.4311640619492631
Sigma Weighted, J0395, 0.08778252264111773
Sigma Weighted, gSDSS, 0.010995462671858646
Sigma Weighted, J0515, 0.024195407853987442
Sigma Weighted, rSDSS, 0.01055054431248992
Sigma Weighted, J0660, 0.020164237554828542
Sigma Weighted, iSDSS, 0.011795474768033854
Sigma Weighted, J0861, 0.010118351136471682
MAD, J0395, 0.07986193293885603
MAD, gSDSS, 0.008609418282548477
MAD, J0515, 0.021843523997370145
MAD, rSDSS, 0.010770545693622614
MAD, J0660, 0.017715645449137417
MAD, iSDSS, 0.01057593688362919
MAD, J0861, 0.009238227146814403
Variance NXS, J0395, 139.89336587784376
Variance NXS, gSDSS, -16640.777777777697
Variance NXS, J0515, -177.91673469387743
Variance NXS, rSDSS, 21.613906249999996
Variance NXS, J0660, 2687.6377551020396
Variance NXS, iSDSS, 20.102617079889793
Variance NXS, J0861, -12.439446366781999
Peak to Peak, J0395, 10.000000000000002
Peak to Peak, gSDSS, 2.4999999999999996
Peak to Peak, J0515, 24.999999999999925
Peak to Peak, rSDSS, 2.176470588235295
Peak to Peak, J0660, -90.99999999999991
Peak to Peak, iSDSS, -2.4545454545454546
Peak to Peak, J0861, -4.250000000000002
Lag-1 Autocorrelation, J0395, -2.1556636386629204e+31
Lag-1 Autocorrelation, gSDSS, -1.519565868406756e+30
Lag-1 Autocorrelation, J0515, nan
Lag-1 Autocorrelation, rSDSS, -2.0998481448205224e+29
Lag-1 Autocorrelation, J0660, 5.098998604476876e+31
Lag-1 Autocorrelation, iSDSS, 1.9517137247281254e+32
Lag-1 Autocorrelation, J0861, 3.718533153244605e+30

